5.203983306884765625e+01	4.295982360839843750e+01
5.902705764770507812e+01	4.493205642700195312e+01
5.827247619628906250e+01	3.866421508789062500e+01
5.703460311889648438e+01	4.283997344970703125e+01
5.827627182006835938e+01	3.865740966796875000e+01
4.461731338500976562e+01	3.928119277954101562e+01
4.891654586791992188e+01	4.602719497680664062e+01
4.896023941040039062e+01	4.727223968505859375e+01
4.830657577514648438e+01	4.701419067382812500e+01
4.929143524169921875e+01	4.683281326293945312e+01
4.951290893554687500e+01	4.679683685302734375e+01
5.747519683837890625e+01	4.290860748291015625e+01
5.008880615234375000e+01	4.190143203735351562e+01
4.194082260131835938e+01	4.276745986938476562e+01
4.945615005493164062e+01	3.651070022583007812e+01
-1.075312232971191406e+01	4.830339050292968750e+01
-1.552681922912597656e+01	-8.070363044738769531e+00
4.420916748046875000e+01	-1.959805488586425781e+01
2.534652519226074219e+01	-1.240093040466308594e+01
-1.052402400970458984e+01	-4.233954238891601562e+01
5.812382125854492188e+01	4.173814392089843750e+01
4.761649322509765625e+01	3.940800857543945312e+01
5.394665527343750000e+01	3.613232040405273438e+01
5.321180343627929688e+01	3.773994827270507812e+01
5.371607208251953125e+01	3.810700988769531250e+01
5.318224716186523438e+01	3.820069503784179688e+01
4.637770462036132812e+01	4.814189910888671875e+01
3.969025039672851562e+01	4.153436279296875000e+01
4.718761444091796875e+01	3.794705581665039062e+01
4.693691635131835938e+01	3.796395492553710938e+01
4.665836334228515625e+01	4.012705612182617188e+01
-1.753522872924804688e+01	1.120228576660156250e+01
4.653059768676757812e+01	4.816329956054687500e+01
4.771487808227539062e+01	3.869230651855468750e+01
4.781793594360351562e+01	3.869491577148437500e+01
4.678949737548828125e+01	4.629314422607421875e+01
5.121702957153320312e+01	3.938347625732421875e+01
4.512637329101562500e+01	4.328893661499023438e+01
4.671962738037109375e+01	4.065403366088867188e+01
5.328056335449218750e+01	4.138036727905273438e+01
5.137002944946289062e+01	3.948059463500976562e+01
5.417134857177734375e+01	4.449961090087890625e+01
5.374476242065429688e+01	4.571605300903320312e+01
5.322353363037109375e+01	4.332953643798828125e+01
4.977060699462890625e+01	4.382481384277343750e+01
5.282444000244140625e+01	4.348083496093750000e+01
5.426213455200195312e+01	3.649827957153320312e+01
4.929251480102539062e+01	3.923391723632812500e+01
4.590712738037109375e+01	4.166110610961914062e+01
4.588574981689453125e+01	4.184844589233398438e+01
4.944690704345703125e+01	4.700318145751953125e+01
5.013288497924804688e+01	4.012911224365234375e+01
5.132394027709960938e+01	3.480810546875000000e+01
